complaint_id,complaint_text,district,local_body_type,local_body_name,ward,categories,priority_score,assigned_department,status,created_at,updated_at
CMP_00012,People are dumping waste illegally near the church road. and There has been no drinking water supply near the temple junction for the past 7 days. Senior citizens and children are affected.,Kollam,Corporation,Kollam,8,"Waste,Water",67,"KL02_WAS,KL02_WAT",Forwarded,30-05-2025,03-06-2025
CMP_00013,Frequent power cuts are occurring near the temple junction since last 9 days. Public safety is at risk.,Alappuzha,Grama Panchayath,Thiruvanvandoor,14,Electricity,61,KL04_ELE,Resolved,15-04-2025,30-04-2025
CMP_00014,Road side drainage collapse is creating traffic blockage near railway station. This issue has been reported earlier but no action has been taken.,Palakkad,Municipality,Chittur-Thathamangalam,13,Road,45,KL09_ROA,Forwarded,04-02-2026,08-02-2026
CMP_00015,Mosquito breeding is increasing due to stagnant water near Anganwadi centre. We are facing serious difficulty because of this.,Kottayam,Municipality,Ettumanoor,6,Health,50,KL05_HEA,Forwarded,20-01-2026,25-01-2026
CMP_00016,Low water pressure issue is reported near the mosque area for 1 days. Kindly take necessary action at the earliest.,Kozhikode,Corporation,Kozhikode,20,Water,49,KL11_WAT,Submitted,28-01-2026,28-01-2026
CMP_00017,Waste burning is happening frequently near the bus stand. Please look into this matter urgently.,Kannur,Corporation,Kannur,10,Waste,39,KL13_WAS,Submitted,10-05-2025,10-05-2025
CMP_00018,Mosquito breeding is increasing due to stagnant water near the mosque area. This problem becomes worse during night time.,Kannur,Municipality,Payyannur,4,Health,51,KL13_HEA,Resolved,20-12-2025,01-01-2026
CMP_00019,Garbage accumulation is noticed near the bus stand for more than 1 days. This issue has been reported earlier but no action has been taken.,Kozhikode,Grama Panchayath,Thikkodi,16,Health,56,KL11_HEA,Forwarded,27-03-2025,01-04-2025
CMP_00020,Plastic waste is scattered everywhere in Ward area. and The road surface has completely broken near railway station after recent rains. Senior citizens and children are affected.,Pathanamthitta,Municipality,Pandalam,4,"Waste,Road",45,"KL03_WAS,KL03_ROA",Resolved,17-09-2025,24-09-2025
CMP_00021,Frequent power cuts are occurring near the primary health centre since last 6 days. Kindly take necessary action at the earliest.,Thrissur,Grama Panchayath,Mullassery,4,Electricity,52,KL08_ELE,Forwarded,15-01-2026,16-01-2026
CMP_00022,My land record correction is pending for 6 days. Hoping for a quick resolution.,Kannur,Corporation,Kannur,19,Revenue,42,KL13_REV,Forwarded,19-09-2025,21-09-2025
CMP_00023,Building permit application status is not updated for 4 days. This issue has been reported earlier but no action has been taken.,Wayanad,Municipality,Sulthan Bathery,5,Revenue,49,KL12_REV,Submitted,14-04-2025,14-04-2025
CMP_00024,Drainage water is overflowing in Ward area for 5 days. Public safety is at risk.,Pathanamthitta,Grama Panchayath,Perinad,8,Health,54,KL03_HEA,Forwarded,25-11-2025,26-11-2025
CMP_00025,Frequent power cuts are occurring near the church road since last 9 days. This problem becomes worse during night time.,Kottayam,Grama Panchayath,Velloor,12,Electricity,69,KL05_ELE,Submitted,10-03-2025,10-03-2025
CMP_00026,Streetlight is not functioning near the temple junction for the past 4 days. Senior citizens and children are affected.,Kottayam,Grama Panchayath,Chempu,5,Electricity,56,KL05_ELE,Forwarded,30-07-2025,31-07-2025
CMP_00027,Low water pressure issue is reported near the church road for 4 days. and Property tax details are incorrect in records. This issue has been reported earlier but no action has been taken.,Ernakulam,Corporation,Kochi,8,"Water,Revenue",62,"KL07_WAT,KL07_REV",Forwarded,12-07-2025,17-07-2025
CMP_00028,Drainage water is overflowing near the mosque area for 4 days. We are facing serious difficulty because of this.,Idukki,Municipality,Kattappana,19,Health,65,KL06_HEA,Forwarded,27-02-2026,03-03-2026
CMP_00029,There has been no drinking water supply near the mosque area for the past 9 days. Requesting immediate intervention from the concerned department.,Kozhikode,Municipality,Koyilandy,20,Water,65,KL11_WAT,Forwarded,30-12-2025,01-01-2026
CMP_00030,Frequent power cuts are occurring near the primary health centre since last 6 days. We are facing serious difficulty because of this.,Idukki,Grama Panchayath,Elappara,4,Electricity,68,KL06_ELE,Forwarded,22-07-2025,24-07-2025
CMP_00031,Road side drainage collapse is creating traffic blockage near the bus stand. and Streetlight is not functioning near the bus stand for the past 4 days. This is causing severe inconvenience to residents.,Palakkad,Municipality,Mannarkkad,16,"Road,Electricity",64,"KL09_ROA,KL09_ELE",Forwarded,11-10-2025,16-10-2025
CMP_00032,Building permit application status is not updated for 11 days. and Public toilet condition is extremely unhygienic near the temple junction. Public safety is at risk.,Pathanamthitta,Municipality,Adoor,12,"Revenue,Health",59,"KL03_REV,KL03_HEA",Submitted,12-02-2026,12-02-2026
CMP_00033,Building permit application status is not updated for 1 days. Public safety is at risk.,Kozhikode,Grama Panchayath,Velom,2,Revenue,37,KL11_REV,Submitted,16-12-2025,16-12-2025
CMP_00034,Encroachment complaint has been ignored for 9 days. Requesting immediate intervention from the concerned department.,Pathanamthitta,Municipality,Pathanamthitta,15,Revenue,62,KL03_REV,Resolved,19-03-2025,04-04-2025
CMP_00035,Property tax details are incorrect in records. Hoping for a quick resolution.,Ernakulam,Grama Panchayath,Chendamangalam,1,Revenue,27,KL07_REV,Forwarded,10-03-2025,13-03-2025
CMP_00036,Frequent power cuts are occurring near the temple junction since last 6 days. and A large pothole has developed near the primary health centre and vehicles are struggling to pass. Hoping for a quick resolution.,Kannur,Municipality,Kuthuparamba,4,"Electricity,Road",59,"KL13_ELE,KL13_ROA",Resolved,28-05-2025,07-06-2025
CMP_00037,Water leakage is happening continuously near the government school for 10 days. We are facing serious difficulty because of this.,Idukki,Grama Panchayath,Kumaramangalam,11,Water,66,KL06_WAT,Submitted,20-12-2025,20-12-2025
CMP_00038,Encroachment complaint has been ignored for 8 days. and Electric line is hanging dangerously in Ward area. Public safety is at risk.,Kannur,Corporation,Kannur,13,"Revenue,Electricity",74,"KL13_REV,KL13_ELE",Forwarded,04-11-2025,09-11-2025
CMP_00039,Waste burning is happening frequently near the church road. Senior citizens and children are affected.,Idukki,Municipality,Thodupuzha,6,Waste,43,KL06_WAS,Submitted,27-11-2025,27-11-2025
CMP_00040,Mosquito breeding is increasing due to stagnant water near the temple junction. and Plastic waste is scattered everywhere near the government school. This is causing severe inconvenience to residents.,Thiruvananthapuram,Corporation,Thiruvananthapuram,5,"Health,Waste",51,"KL01_HEA,KL01_WAS",Forwarded,30-12-2025,02-01-2026
CMP_00041,Streetlight is not functioning near the temple junction for the past 3 days. We are facing serious difficulty because of this.,Thrissur,Municipality,Chalakudy,20,Electricity,63,KL08_ELE,Forwarded,08-05-2025,12-05-2025
CMP_00042,The road surface has completely broken near market road after recent rains. and Building permit application status is not updated for 10 days. Hoping for a quick resolution.,Alappuzha,Municipality,Haripad,5,"Road,Revenue",57,"KL04_ROA,KL04_REV",Resolved,20-12-2025,02-01-2026
CMP_00043,Encroachment complaint has been ignored for 7 days. Please look into this matter urgently.,Thrissur,Corporation,Thrissur,17,Revenue,58,KL08_REV,Resolved,10-11-2025,27-11-2025
CMP_00044,Streetlight is not functioning near the mosque area for the past 8 days. We are facing serious difficulty because of this.,Thiruvananthapuram,Grama Panchayath,Anchuthengu,14,Electricity,68,KL01_ELE,Forwarded,25-11-2025,26-11-2025
CMP_00045,There has been no drinking water supply in Ward area for the past 8 days. Public safety is at risk.,Kasaragod,Grama Panchayath,Uppala,6,Water,59,KL14_WAT,Submitted,19-12-2025,19-12-2025
CMP_00046,Water leakage is happening continuously near the primary health centre for 10 days. Senior citizens and children are affected.,Kasaragod,Municipality,Nileshwar,10,Water,59,KL14_WAT,Submitted,22-03-2025,22-03-2025
CMP_00047,Drainage water is overflowing near the temple junction for 1 days. Please look into this matter urgently.,Kozhikode,Grama Panchayath,Nadapuram,1,Health,53,KL11_HEA,Resolved,13-10-2025,22-10-2025
CMP_00048,Garbage accumulation is noticed near the primary health centre for more than 10 days. This is causing severe inconvenience to residents.,Kottayam,Municipality,Kottayam,13,Health,71,KL05_HEA,Forwarded,15-07-2025,19-07-2025
CMP_00049,Property tax details are incorrect in records. and Low water pressure issue is reported near the mosque area for 9 days. Kindly take necessary action at the earliest.,Kottayam,Municipality,Ettumanoor,20,"Revenue,Water",59,"KL05_REV,KL05_WAT",Submitted,07-06-2025,07-06-2025
CMP_00050,Public toilet condition is extremely unhygienic near Anganwadi centre. and My land record correction is pending for 9 days. This issue has been reported earlier but no action has been taken.,Kannur,Grama Panchayath,Keezhallur,8,"Health,Revenue",66,"KL13_HEA,KL13_REV",Forwarded,25-02-2026,26-02-2026
CMP_00051,Street road is damaged badly near market road and accidents may occur. We are facing serious difficulty because of this.,Pathanamthitta,Municipality,Pandalam,9,Road,54,KL03_ROA,Resolved,02-11-2025,29-11-2025
CMP_00052,Low water pressure issue is reported near market road for 3 days. and Property tax details are incorrect in records. Senior citizens and children are affected.,Palakkad,Municipality,Chittur-Thathamangalam,7,"Water,Revenue",62,"KL09_WAT,KL09_REV",Forwarded,12-06-2025,17-06-2025
CMP_00053,Low water pressure issue is reported near market road for 7 days. This is causing severe inconvenience to residents.,Pathanamthitta,Grama Panchayath,Perumkadavila,18,Water,67,KL03_WAT,Submitted,10-01-2026,10-01-2026
CMP_00054,Drainage water is overflowing near railway station for 8 days. Please look into this matter urgently.,Thrissur,Grama Panchayath,Anakkara,19,Health,63,KL08_HEA,Forwarded,13-06-2025,18-06-2025
CMP_00055,Drainage water is overflowing near the primary health centre for 10 days. Senior citizens and children are affected.,Kannur,Municipality,Thalassery,6,Health,63,KL13_HEA,Submitted,08-03-2025,08-03-2025
CMP_00056,Drainage water is overflowing near the temple junction for 5 days. This issue has been reported earlier but no action has been taken.,Kottayam,Grama Panchayath,Manimala,11,Health,61,KL05_HEA,Forwarded,08-05-2025,12-05-2025
CMP_00057,Streetlight is not functioning in Ward area for the past 10 days. and Garbage accumulation is noticed near the primary health centre for more than 5 days. We are facing serious difficulty because of this.,Alappuzha,Municipality,Haripad,13,"Electricity,Health",70,"KL04_ELE,KL04_HEA",Forwarded,01-12-2025,04-12-2025
CMP_00058,Low water pressure issue is reported near market road for 4 days. and Waste burning is happening frequently near the government school. Hoping for a quick resolution.,Palakkad,Municipality,Pattambi,17,"Water,Waste",62,"KL09_WAT,KL09_WAS",Resolved,25-02-2026,20-03-2026
CMP_00059,Mosquito breeding is increasing due to stagnant water near the mosque area. and Plastic waste is scattered everywhere near the bus stand. Hoping for a quick resolution.,Wayanad,Grama Panchayath,Thavinhal,6,"Health,Waste",39,"KL12_HEA,KL12_WAS",Resolved,30-05-2025,17-06-2025
CMP_00060,Plastic waste is scattered everywhere near railway station. and Public toilet condition is extremely unhygienic in Ward area. Please look into this matter urgently.,Kottayam,Grama Panchayath,Karoor,3,"Waste,Health",47,"KL05_WAS,KL05_HEA",Forwarded,02-03-2025,04-03-2025
CMP_00061,Water leakage is happening continuously near railway station for 10 days. and Plastic waste is scattered everywhere in Ward area. Requesting immediate intervention from the concerned department.,Malappuram,Grama Panchayath,Thirunavaya,7,"Water,Waste",65,"KL10_WAT,KL10_WAS",Resolved,14-07-2025,08-08-2025
CMP_00062,Transformer is making loud noise and sparking near railway station. Please look into this matter urgently.,Ernakulam,Corporation,Kochi,6,Electricity,41,KL07_ELE,Resolved,17-05-2025,28-05-2025
CMP_00063,Contaminated water is being supplied near the primary health centre for the last 1 days. and Transformer is making loud noise and sparking near the government school. Hoping for a quick resolution.,Ernakulam,Grama Panchayath,Ayavana,13,"Water,Electricity",47,"KL07_WAT,KL07_ELE",Resolved,23-07-2025,29-07-2025
CMP_00064,The road surface has completely broken near the government school after recent rains. and Property tax details are incorrect in records. Public safety is at risk.,Malappuram,Municipality,Perinthalmanna,14,"Road,Revenue",40,"KL10_ROA,KL10_REV",Forwarded,14-04-2025,15-04-2025
CMP_00065,Garbage collection has not been done near market road for 9 days. This is causing severe inconvenience to residents.,Thiruvananthapuram,Municipality,Nedumangad,18,Waste,63,KL01_WAS,Submitted,22-09-2025,22-09-2025
CMP_00066,My land record correction is pending for 3 days. and Plastic waste is scattered everywhere near the government school. Public safety is at risk.,Kannur,Municipality,Mattannur,19,"Revenue,Waste",53,"KL13_REV,KL13_WAS",Resolved,22-11-2025,12-12-2025
CMP_00067,Road side drainage collapse is creating traffic blockage near the church road. This problem becomes worse during night time.,Kannur,Grama Panchayath,Kottayam-Malabar,4,Road,45,KL13_ROA,Resolved,02-02-2026,16-02-2026
CMP_00068,People are dumping waste illegally near Anganwadi centre. Public safety is at risk.,Kottayam,Municipality,Changanassery,1,Waste,43,KL05_WAS,Forwarded,09-05-2025,13-05-2025
CMP_00069,People are dumping waste illegally near the bus stand. and Contaminated water is being supplied near the church road for the last 14 days. Kindly take necessary action at the earliest.,Palakkad,Municipality,Cherpulassery,11,"Waste,Water",67,"KL09_WAS,KL09_WAT",Submitted,11-01-2026,11-01-2026
CMP_00070,There has been no drinking water supply near the mosque area for the past 10 days. Kindly take necessary action at the earliest.,Ernakulam,Municipality,Aluva,4,Water,55,KL07_WAT,Forwarded,02-04-2025,07-04-2025
CMP_00071,The road surface has completely broken near the temple junction after recent rains. and My land record correction is pending for 11 days. This is causing severe inconvenience to residents.,Kollam,Corporation,Kollam,1,"Road,Revenue",65,"KL02_ROA,KL02_REV",Forwarded,26-05-2025,30-05-2025
CMP_00072,Transformer is making loud noise and sparking near the church road. and People are dumping waste illegally near the church road. Senior citizens and children are affected.,Kottayam,Grama Panchayath,Ramapuram,13,"Electricity,Waste",49,"KL05_ELE,KL05_WAS",Resolved,01-05-2025,31-05-2025
CMP_00073,Plastic waste is scattered everywhere near the primary health centre. Senior citizens and children are affected.,Ernakulam,Municipality,Muvattupuzha,9,Waste,43,KL07_WAS,Forwarded,15-02-2026,16-02-2026
CMP_00074,Waste burning is happening frequently near the bus stand. This is causing severe inconvenience to residents.,Thrissur,Grama Panchayath,Madakkathara,14,Waste,43,KL08_WAS,Resolved,08-08-2025,26-08-2025
CMP_00075,Road side drainage collapse is creating traffic blockage near Anganwadi centre. Please look into this matter urgently.,Thrissur,Corporation,Thrissur,6,Road,37,KL08_ROA,Submitted,14-07-2025,14-07-2025
CMP_00076,Garbage collection has not been done near the church road for 11 days. Requesting immediate intervention from the concerned department.,Pathanamthitta,Municipality,Pandalam,10,Waste,54,KL03_WAS,Resolved,18-02-2026,08-03-2026
CMP_00077,Electric line is hanging dangerously near market road. Public safety is at risk.,Palakkad,Grama Panchayath,Nelliyampathy,10,Electricity,49,KL09_ELE,Forwarded,01-04-2025,05-04-2025
CMP_00078,Streetlight is not functioning near the bus stand for the past 9 days. and My land record correction is pending for 5 days. We are facing serious difficulty because of this.,Idukki,Grama Panchayath,Kodikulam,2,"Electricity,Revenue",68,"KL06_ELE,KL06_REV",Resolved,17-12-2025,08-01-2026
CMP_00079,My land record correction is pending for 9 days. Kindly take necessary action at the earliest.,Idukki,Grama Panchayath,Thodupuzha (Rural),18,Revenue,47,KL06_REV,Submitted,22-11-2025,22-11-2025
CMP_00080,My land record correction is pending for 7 days. Kindly take necessary action at the earliest.,Kannur,Corporation,Kannur,2,Revenue,47,KL13_REV,Submitted,20-04-2025,20-04-2025
CMP_00081,Drainage water is overflowing near Anganwadi centre for 14 days. Public safety is at risk.,Kottayam,Municipality,Pala,10,Health,64,KL05_HEA,Resolved,02-12-2025,28-12-2025
CMP_00082,Drainage water is overflowing in Ward area for 9 days. Public safety is at risk.,Kasaragod,Municipality,Nileshwar,4,Health,59,KL14_HEA,Forwarded,13-02-2026,14-02-2026
CMP_00083,There has been no drinking water supply near railway station for the past 13 days. This is causing severe inconvenience to residents.,Ernakulam,Corporation,Kochi,7,Water,67,KL07_WAT,Forwarded,06-11-2025,10-11-2025
CMP_00084,Plastic waste is scattered everywhere near Anganwadi centre. We are facing serious difficulty because of this.,Kasaragod,Grama Panchayath,Mogral,4,Waste,47,KL14_WAS,Resolved,16-02-2026,17-03-2026
CMP_00085,Garbage accumulation is noticed in Ward area for more than 2 days. This problem becomes worse during night time.,Kottayam,Grama Panchayath,Vakathanam,18,Health,61,KL05_HEA,Forwarded,12-07-2025,17-07-2025
CMP_00086,Low water pressure issue is reported near market road for 2 days. Requesting immediate intervention from the concerned department.,Malappuram,Municipality,Manjeri,19,Water,60,KL10_WAT,Submitted,21-12-2025,21-12-2025
CMP_00087,Plastic waste is scattered everywhere near the temple junction. Senior citizens and children are affected.,Ernakulam,Grama Panchayath,Ezhikkara,3,Waste,43,KL07_WAS,Submitted,23-05-2025,23-05-2025
CMP_00088,Plastic waste is scattered everywhere near the temple junction. and Electric line is hanging dangerously near the church road. This is causing severe inconvenience to residents.,Idukki,Municipality,Thodupuzha,8,"Waste,Electricity",54,"KL06_WAS,KL06_ELE",Submitted,13-02-2026,13-02-2026
CMP_00089,Water leakage is happening continuously near Anganwadi centre for 5 days. and Garbage accumulation is noticed near the mosque area for more than 4 days. Kindly take necessary action at the earliest.,Pathanamthitta,Municipality,Thiruvalla,16,"Water,Health",54,"KL03_WAT,KL03_HEA",Resolved,07-09-2025,12-09-2025
CMP_00090,Garbage accumulation is noticed in Ward area for more than 14 days. Hoping for a quick resolution.,Kottayam,Grama Panchayath,Vakathanam,7,Health,64,KL05_HEA,Submitted,01-01-2026,01-01-2026
CMP_00091,Plastic waste is scattered everywhere near the primary health centre. and Building permit application status is not updated for 6 days. Public safety is at risk.,Kottayam,Grama Panchayath,Vakathanam,11,"Waste,Revenue",53,"KL05_WAS,KL05_REV",Forwarded,27-09-2025,30-09-2025
CMP_00092,Drainage water is overflowing in Ward area for 7 days. Requesting immediate intervention from the concerned department.,Thiruvananthapuram,Grama Panchayath,Kulathummal,3,Health,62,KL01_HEA,Forwarded,26-03-2025,31-03-2025
CMP_00093,A large pothole has developed near railway station and vehicles are struggling to pass. and Water leakage is happening continuously near market road for 12 days. Public safety is at risk.,Idukki,Municipality,Thodupuzha,20,"Road,Water",62,"KL06_ROA,KL06_WAT",Resolved,22-11-2025,19-12-2025
CMP_00094,Contaminated water is being supplied near railway station for the last 11 days. and Encroachment complaint has been ignored for 1 days. Requesting immediate intervention from the concerned department.,Pathanamthitta,Municipality,Adoor,4,"Water,Revenue",70,"KL03_WAT,KL03_REV",Submitted,23-05-2025,23-05-2025
CMP_00095,Plastic waste is scattered everywhere near the government school. We are facing serious difficulty because of this.,Kasaragod,Grama Panchayath,Bedadka,15,Waste,47,KL14_WAS,Resolved,13-09-2025,22-09-2025
CMP_00096,The road surface has completely broken in Ward area after recent rains. and Contaminated water is being supplied near Anganwadi centre for the last 14 days. Kindly take necessary action at the earliest.,Kollam,Municipality,Kottarakkara,15,"Road,Water",64,"KL02_ROA,KL02_WAT",Submitted,26-10-2025,26-10-2025
CMP_00097,Transformer is making loud noise and sparking near the bus stand. Senior citizens and children are affected.,Kottayam,Municipality,Changanassery,9,Electricity,41,KL05_ELE,Submitted,23-07-2025,23-07-2025
CMP_00098,Property tax details are incorrect in records. This issue has been reported earlier but no action has been taken.,Wayanad,Grama Panchayath,Edavaka,6,Revenue,34,KL12_REV,Resolved,15-03-2025,27-03-2025
CMP_00099,Waste burning is happening frequently near railway station. Hoping for a quick resolution.,Pathanamthitta,Municipality,Adoor,11,Waste,31,KL03_WAS,Submitted,19-01-2026,19-01-2026
CMP_00100,Drainage water is overflowing in Ward area for 13 days. and Garbage collection has not been done in Ward area for 5 days. This is causing severe inconvenience to residents.,Pathanamthitta,Grama Panchayath,Kunnamthanam,7,"Health,Waste",71,"KL03_HEA,KL03_WAS",Submitted,20-12-2025,20-12-2025
CMP_00101,Garbage accumulation is noticed near Anganwadi centre for more than 9 days. Hoping for a quick resolution.,Kannur,Municipality,Panoor,13,Health,59,KL13_HEA,Submitted,19-09-2025,19-09-2025
CMP_00102,Property tax details are incorrect in records. Please look into this matter urgently.,Kasaragod,Grama Panchayath,Mogral Puthur,10,Revenue,31,KL14_REV,Resolved,09-11-2025,22-11-2025
CMP_00103,Mosquito breeding is increasing due to stagnant water in Ward area. This is causing severe inconvenience to residents.,Kannur,Municipality,Mattannur,2,Health,51,KL13_HEA,Forwarded,17-11-2025,21-11-2025
CMP_00104,Contaminated water is being supplied near the mosque area for the last 3 days. Senior citizens and children are affected.,Alappuzha,Grama Panchayath,Thanneermukkom,16,Water,54,KL04_WAT,Resolved,18-10-2025,09-11-2025
CMP_00105,Garbage collection has not been done near the government school for 6 days. Hoping for a quick resolution.,Kozhikode,Grama Panchayath,Thikkodi,20,Waste,46,KL11_WAS,Forwarded,13-05-2025,16-05-2025
CMP_00106,Drainage water is overflowing near the primary health centre for 11 days. Kindly take necessary action at the earliest.,Wayanad,Grama Panchayath,Thavinhal,15,Health,59,KL12_HEA,Submitted,02-02-2026,02-02-2026
CMP_00107,Garbage collection has not been done in Ward area for 3 days. and Garbage accumulation is noticed near the primary health centre for more than 9 days. This issue has been reported earlier but no action has been taken.,Wayanad,Grama Panchayath,Thondernad,19,"Waste,Health",61,"KL12_WAS,KL12_HEA",Submitted,20-04-2025,20-04-2025
CMP_00108,A large pothole has developed near the government school and vehicles are struggling to pass. and Garbage accumulation is noticed near the mosque area for more than 3 days. Please look into this matter urgently.,Malappuram,Grama Panchayath,Vettom,11,"Road,Health",62,"KL10_ROA,KL10_HEA",Resolved,27-07-2025,01-08-2025
CMP_00109,Garbage accumulation is noticed in Ward area for more than 2 days. Hoping for a quick resolution.,Malappuram,Municipality,Tanur,2,Health,49,KL10_HEA,Resolved,31-10-2025,20-11-2025
CMP_00110,Electric line is hanging dangerously near market road. We are facing serious difficulty because of this.,Kasaragod,Grama Panchayath,Uppala,4,Electricity,58,KL14_ELE,Resolved,21-07-2025,16-08-2025
CMP_00111,Streetlight is not functioning near the mosque area for the past 2 days. This is causing severe inconvenience to residents.,Malappuram,Municipality,Tirur,10,Electricity,59,KL10_ELE,Forwarded,10-04-2025,12-04-2025
CMP_00112,Road side drainage collapse is creating traffic blockage near the temple junction. Hoping for a quick resolution.,Kottayam,Grama Panchayath,Madappally,15,Road,33,KL05_ROA,Forwarded,19-01-2026,21-01-2026
CMP_00113,Garbage accumulation is noticed near the church road for more than 9 days. This problem becomes worse during night time.,Idukki,Grama Panchayath,Kamakshy,17,Health,71,KL06_HEA,Forwarded,16-06-2025,17-06-2025
CMP_00114,A large pothole has developed near railway station and vehicles are struggling to pass. Kindly take necessary action at the earliest.,Wayanad,Grama Panchayath,Ambalavayal,19,Road,33,KL12_ROA,Resolved,18-06-2025,21-06-2025
CMP_00115,Streetlight is not functioning near railway station for the past 10 days. and Plastic waste is scattered everywhere near the bus stand. Public safety is at risk.,Pathanamthitta,Grama Panchayath,Eranhikkal,3,"Electricity,Waste",64,"KL03_ELE,KL03_WAS",Resolved,20-11-2025,30-11-2025
CMP_00116,Electric line is hanging dangerously near railway station. This is causing severe inconvenience to residents.,Thrissur,Municipality,Kunnamkulam,8,Electricity,54,KL08_ELE,Resolved,19-05-2025,17-06-2025
CMP_00117,Frequent power cuts are occurring near railway station since last 13 days. and Contaminated water is being supplied near the bus stand for the last 6 days. Hoping for a quick resolution.,Kannur,Municipality,Taliparamba,14,"Electricity,Water",57,"KL13_ELE,KL13_WAT",Resolved,23-09-2025,05-10-2025
CMP_00118,Encroachment complaint has been ignored for 6 days. and Waste burning is happening frequently near the church road. Please look into this matter urgently.,Ernakulam,Municipality,Perumbavoor,1,"Revenue,Waste",62,"KL07_REV,KL07_WAS",Resolved,09-01-2026,21-01-2026
CMP_00119,Mosquito breeding is increasing due to stagnant water near the primary health centre. Please look into this matter urgently.,Kollam,Municipality,Punalur,17,Health,43,KL02_HEA,Forwarded,31-08-2025,04-09-2025
CMP_00120,Encroachment complaint has been ignored for 4 days. Please look into this matter urgently.,Thrissur,Grama Panchayath,Chelakkara,2,Revenue,53,KL08_REV,Resolved,14-04-2025,30-04-2025
CMP_00121,Garbage collection has not been done near the temple junction for 10 days. This is causing severe inconvenience to residents.,Kollam,Grama Panchayath,Thrikkovilvattom,4,Waste,63,KL02_WAS,Forwarded,08-08-2025,11-08-2025
CMP_00122,Plastic waste is scattered everywhere near the government school. This is causing severe inconvenience to residents.,Malappuram,Grama Panchayath,Chelembra,18,Waste,43,KL10_WAS,Forwarded,20-11-2025,25-11-2025
CMP_00123,Drainage water is overflowing in Ward area for 6 days. and A large pothole has developed near the church road and vehicles are struggling to pass. Senior citizens and children are affected.,Pathanamthitta,Municipality,Adoor,8,"Health,Road",66,"KL03_HEA,KL03_ROA",Resolved,27-12-2025,09-01-2026
CMP_00124,Low water pressure issue is reported near market road for 9 days. Public safety is at risk.,Thrissur,Grama Panchayath,Alur,13,Water,62,KL08_WAT,Resolved,29-10-2025,12-11-2025
CMP_00125,Garbage collection has not been done near the mosque area for 1 days. Kindly take necessary action at the earliest.,Kasaragod,Grama Panchayath,Manjeshwar,4,Waste,41,KL14_WAS,Resolved,29-07-2025,11-08-2025
CMP_00126,Drainage water is overflowing near the mosque area for 11 days. Public safety is at risk.,Alappuzha,Grama Panchayath,Veeyapuram,8,Health,59,KL04_HEA,Resolved,23-06-2025,16-07-2025
CMP_00127,Building permit application status is not updated for 4 days. This is causing severe inconvenience to residents.,Kollam,Corporation,Kollam,12,Revenue,54,KL02_REV,Submitted,16-10-2025,16-10-2025
CMP_00128,Road side drainage collapse is creating traffic blockage near market road. This is causing severe inconvenience to residents.,Kasaragod,Municipality,Kasaragod,10,Road,45,KL14_ROA,Submitted,24-07-2025,24-07-2025
